"id_reservation","id_listing","id_guest","id_traveler","id_host","dim_cancellation_reason","ts_cancelled","ds"
"1757B28F","EDB7CE","594937","594937","1B21C3A","not_available","1500923168",2017-07-24
"EB06DBD","14BF01","261939","261939","6E43EC","extenuating_circumstance","1484067886",2017-01-10
"1A87DA56","9925C3","8C61C25","8C61C25","1DF1F1E","accommodations_unnecessary","1504534774",2017-09-04
"2920C7DD","51C749","171BD3F","171BD3F","10C904F","unknown","1522009596",2018-03-25
"1DC15282","E70C0D","1F43885","1F43885","4177A0F","accommodations_unnecessary","1508623225",2017-10-21
"1D554358","1425911","1A54CC","1A54CC","5754417","not_available","1507144747",2017-10-04
"265867EA","919A55","A372108","A372108","10CA627","other","1519772939",2018-02-27
"27D0689D","15BEE7B","9029434","9029434","A0B1AB0","other","1520530358",2018-03-08
"3860E12D","7497F2","78EDC17","78EDC17","6C6457","unknown","1538961354",2018-10-08
"1E725127","12DF238","843B418","843B418","789C3FB","unknown","1510514422",2017-11-12
"1A545A63","FAA27A","16A2883","16A2883","2540319","accidental_reservation","1503317153",2017-08-21
"2780F555","1635A67","A3449EE","A3449EE","A557053","host_legal_landlord","1520346906",2018-03-06
"21D5B25A","108E177","9B3F0A1","9B3F0A1","56D6AA4","accommodations_unnecessary","1514926331",2018-01-02
"106B6A65","1039B6D","15FA55E","15FA55E","238B357","unknown","1487370180",2017-02-17
"1138E6C9","FFDB57","51733C","51733C","2559096","other","1491486564",2017-04-06
"21DF6331","CA4F3C","565DC13","565DC13","4F2F94","other","1514878044",2018-01-02
"3932D46D","1631AE9","222472B","222472B","A5008EF","other","1538935008",2018-10-07
"37F64AC4","1B029FD","3A06B20","3A06B20","C6E5A1F","unknown","1539221865",2018-10-11
"237173C3","115190E","60558E","60558E","7771F41","accommodations_unnecessary","1515740515",2018-01-12
"20FF9013","13FF736","1204EE1","1204EE1","299CC8","other","1518030710",2018-02-07
"3B17662A","15F9777","2B0501","2B0501","A276001","other","1539879902",2018-10-18
"14ACA8CF","74F54C","4AA1B71","4AA1B71","265FA99","accommodations_unnecessary","1497981128",2017-06-20
"39F65590","16098A2","1C83B1F","1C83B1F","6AC3046","other","1538602047",2018-10-03
"21C521D3","15460AE","842138F","842138F","9B825B4","accidental_reservation","1513611033",2017-12-18
"3AE59C64","108E696","58A2E55","58A2E55","6FD997C","travel_dates_changed","1540802534",2018-10-29
"2DB92902","B4A8DB","132CCE1","132CCE1","29541BF","accommodations_unnecessary","1526403369",2018-05-15
"310B9B75","EC64B9","1F2BCFC","1F2BCFC","13C32CD","other","1533314105",2018-08-03
"38806144","15C0727","2C37508","2C37508","563E461","accommodations_unnecessary","1537119668",2018-09-16
"3537E451","103D5EE","4184004","4184004","65F8F8A","accommodations_unnecessary","1534518438",2018-08-17
"320DF0EC","8FA11D","1A91275","1A91275","F76DA5","accommodations_unnecessary","1531963651",2018-07-19
"19AE5082","1127F71","6718519","6718519","13E2B0C","extenuating_circumstance","1503885075",2017-08-28
"22BCDAB4","32F87C","192B3D","192B3D","119531","accommodations_unnecessary","1516741299",2018-01-23
"2C8999B1","1793A73","8A221C1","8A221C1","B2377E6","extenuating_circumstance","1528903460",2018-06-13
"1C5D057B","114F662","35D257B","35D257B","B9C7DA","unknown","1505903697",2017-09-20
"226E330C","13E5D98","9D2FF15","9D2FF15","196B587","uncomfortable_with_host","1514661506",2017-12-30
"3708FD26","163F4DB","2E77F0A","2E77F0A","629B62","accommodations_unnecessary","1541032251",2018-11-01
"1B5534C0","ECC2E8","167FAA2","167FAA2","5F18D32","extenuating_circumstance","1509149043",2017-10-28
"21C0CF9A","1428193","3205F52","3205F52","9169086","extenuating_circumstance","1514909366",2018-01-02
"1D4F9DAE","11049F2","4E56AB","4E56AB","746A734","other","1507120346",2017-10-04
"32853253","157B3C3","3BF133","3BF133","E38414","other","1531863377",2018-07-17
"3A188A9F","738E5C","3F6265B","3F6265B","1C8B622","accommodations_unnecessary","1538749208",2018-10-05
"396658B0","A64D73","3724823","3724823","636C56","other","1538018132",2018-09-27
"38CC63B0","14350F0","9ADECF1","9ADECF1","3B6088C","extenuating_circumstance","1538002471",2018-09-26
"226B5CB9","14D2315","8EE9D5A","8EE9D5A","6A5C89D","other","1517442043",2018-01-31
"2FFAE189","11197C4","A7481E","A7481E","7541A36","other","1528866629",2018-06-13
"2393DD6A","15791D0","59E3F0F","59E3F0F","9D9F43D","travel_dates_changed","1516129898",2018-01-16
"3D938F1A","1A8E495","CBFDF97","CBFDF97","C1CD165","extenuating_circumstance","1543352187",2018-11-27
"1987FE1D","1BA9BB","5F5884","5F5884","7A3C3A","accommodations_unnecessary","1506154736",2017-09-23
"3455A70E","1841CE6","6356CA2","6356CA2","508AC99","unknown","1533613081",2018-08-07
"F48E6CF","C8F347","693AAB7","693AAB7","462C865","extenuating_circumstance","1484241531",2017-01-12
"11E777FA","F6624B","3D559B7","3D559B7","333EAE3","unknown","1492831417",2017-04-22
"2EDDE327","16D471E","523D6C","523D6C","91B9922","other","1527701664",2018-05-30
"16C8AAE3","11BE57D","620C4AE","620C4AE","2443A75","accommodations_unnecessary","1499172068",2017-07-04
"369DF69B","1A46A3B","B592DE","B592DE","38A30BA","accommodations_unnecessary","1535334702",2018-08-27
"15FB5018","DAE23","37A69C7","37A69C7","1F555B","accommodations_unnecessary","1517968814",2018-02-07
"2B4D549C","153466C","795A6F","795A6F","9AF3EF6","travel_dates_changed","1523963056",2018-04-17
"20F02974","E1ABE","A75784","A75784","4B397F","unknown","1513357597",2017-12-15
"234ACA01","1573709","D61CCB","D61CCB","258F3A","other","1515660837",2018-01-11
"37C4D09F","12FCDCD","9411773","9411773","86790EF","extenuating_circumstance","1538501403",2018-10-02
"1DE7A4BD","293452","780CA75","780CA75","2BD518","extenuating_circumstance","1509839128",2017-11-04
"2FC6F770","16C23E6","615813A","615813A","AAFD81C","accommodations_unnecessary","1529116586",2018-06-16
"3E2C5411","1CDC8B6","70DC0A6","70DC0A6","25427A5","accommodations_unnecessary","1543354616",2018-11-27
"3B41728F","19C50C6","1FB56DE","1FB56DE","C1E2A5A","accommodations_unnecessary","1541481832",2018-11-06
"24BCC5B6","F56B2E","91B2D29","91B2D29","63F72E4","other","1517158371",2018-01-28
"31F2D8AE","87CFAD","97E9080","97E9080","EB124F","host_change","1530864728",2018-07-06
"343E253A","1A0F25E","B30EB1","B30EB1","C459FE9","other","1536598206",2018-09-10
"226CFD22","15257C7","1A7944C","1A7944C","F1781C","unknown","1514590589",2017-12-29
"388BA4C7","10BB86B","68A39AC","68A39AC","21D9F5F","travel_dates_changed","1537917780",2018-09-25
"26C00B72","D984A3","A2B797E","A2B797E","52C7C0A","host_legal_landlord","1521844492",2018-03-23
"27A50C83","1196778","7E38104","93BDD7A","6E76CAC","other","1520501481",2018-03-08
"37576288","1630E35","8DCF385","8DCF385","A52C2CC","accidental_reservation","1535911348",2018-09-02
"1D6116DC","13E07C4","37BFDCC","37BFDCC","3B900C8","dislike_accomodations","1507241663",2017-10-05
"326A1E02","1945826","B6873B","B6873B","3A12D20","other","1533698731",2018-08-08
"1D654F82","C9AB19","CEDBCF","CEDBCF","A32BB","unknown","1507502197",2017-10-08
"300A1C0A","13BB925","20250D9","20250D9","B38408","host_courtesy","1528952724",2018-06-14
"271136EE","149C2CA","9F2C585","9F2C585","FEBE9B","travel_dates_changed","1520121736",2018-03-04
"2D63F607","26F96B","AAC585D","AAC585D","C78FE5","other","1527891680",2018-06-01
"12BF56D7","10BE03A","22E35","22E35","32984F0","unknown","1497735489",2017-06-17
"34C4AA40","134B46B","1E16F1","1E16F1","7AE7A94","other","1533423900",2018-08-04
"26CD330D","11EC5E","2F91002","2F91002","6218E0","accommodations_unnecessary","1519409349",2018-02-23
"1BFE3914","FFDF73","164D279","164D279","30B8D6C","extenuating_circumstance","1505413018",2017-09-14
"F1FD8C7","FB69A7","1D2A39E","1D2A39E","5D0310F","unknown","1483812760",2017-01-07
"24D3307F","141C3A5","3579DA","3579DA","7F493BE","not_available","1517196044",2018-01-29
"3291D376","1502D65","BFD34B4","BFD34B4","65B1B04","accommodations_unnecessary","1531436734",2018-07-12
"284C7266","15099D2","130C179","130C179","242C2F2","uncomfortable_with_host","1521132726",2018-03-15
"2D4EDB5D","14F92E0","3E4E138","3E4E138","42CE27","other","1525918921",2018-05-10
"15EF6AFB","1227BDF","7F4016","7F4016","EFCCEA","accommodations_unnecessary","1501989445",2017-08-06
"2183B029","537D","DC59DC","DC59DC","1B8E","accommodations_unnecessary","1513389359",2017-12-16
"3CE68006","148C8AD","EE3D34","EE3D34","22D7E22","extenuating_circumstance","1542404195",2018-11-16
"2FBD44C0","4DA324","B981259","B981259","19110D8","travel_dates_changed","1528723970",2018-06-11
"1E6DFA9D","1291377","236BA90","236BA90","7DB00E","accommodations_unnecessary","1508856600",2017-10-24
"F80B9AF","DB0BF7","2730782","2730782","4B04745","accommodations_unnecessary","1485198079",2017-01-23
"2D555136","1153B4D","444F03","444F03","76EA706","accommodations_unnecessary","1526119550",2018-05-12
"34C5144C","14E14AD","29B66D9","29B66D9","788142A","other","1535257836",2018-08-26
"2FE68AB2","10D11B2","7CCFF0","7CCFF0","326DA47","other","1528753362",2018-06-11
"1F78E08E","1481B0B","3CED4CE","3CED4CE","94FD903","unknown","1510336862",2017-11-10
"3A1DEF68","11CED5E","18754E7","18754E7","1C0EE2","accommodations_unnecessary","1538762813",2018-10-05
"28AA71E9","12DE823","282C71","282C71","130FF42","other","1524416522",2018-04-22
"38CFD7E1","1742B34","1A45C00","1A45C00","ABB44D0","host_courtesy","1537432373",2018-09-20
"193D08E0","11B2055","78EF60","78EF60","126661A","unknown","1505211496",2017-09-12
"3671AB53","8F8F4","2DF16FC","2DF16FC","1ADA8C","accommodations_unnecessary","1535044363",2018-08-23
"3BA2C430","15F7B1D","1AE2A4A","1AE2A4A","1BDD3C6","dislike_accomodations","1541710565",2018-11-08
"283C278E","144A61A","56B7B52","56B7B52","B7DF47","other","1521016481",2018-03-14
"E8A3EC8","F7E7E8","C1D414","C1D414","56F9DD9","unknown","1484353874",2017-01-14
"34206FF5","1423886","44E83F9","C4520E5","8EFD26E","host_courtesy","1532936534",2018-07-30
"27E31FF0","168D681","17E4EBB","17E4EBB","6AD31D6","accommodations_unnecessary","1520530927",2018-03-08
"1AA636D8","18B702","5CD7580","5CD7580","3D03A9","accommodations_unnecessary","1503644435",2017-08-25
"134307D9","9F1CA0","92636B","92636B","33380B4","accommodations_unnecessary","1493997230",2017-05-05
"140735A1","1CA4C6","60BA378","60BA378","9218A7","unknown","1495559861",2017-05-23
"30556BAF","E81C37","6BF7CDE","BADBB72","5C28CAD","other","1529268561",2018-06-17
"12DFA23C","FF050C","26D6FF2","26D6FF2","699EDC3","unknown","1504243404",2017-09-01
"FCE3924","64D3A8","5CB235","5CB235","2C1D4D","accommodations_unnecessary","1486159299",2017-02-03
"286E7014","14C68A9","4C935FE","4C935FE","96A3D6D","accommodations_unnecessary","1521458299",2018-03-19
"363D649C","17CE056","353BFAD","353BFAD","473AE5","accidental_reservation","1534791806",2018-08-20
"365B3136","195A1","B3974E1","B3974E1","841C8","accommodations_unnecessary","1536894341",2018-09-14
"1EEF5192","E2C0B0","2235C30","2235C30","2D984B1","accommodations_unnecessary","1510260618",2017-11-09
"35819D9C","E3BDBC","14761DD","14761DD","34D3588","extenuating_circumstance","1534119608",2018-08-13
"3352277F","19CDC94","6862EC8","6862EC8","71F6846","not_available","1532281298",2018-07-22
"20419667","14C2D80","89CDF85","89CDF85","91E41EF","other","1511419586",2017-11-23
"3101E0B3","150D4CD","8DFCAE6","8DFCAE6","31BEA7E","accommodations_unnecessary","1530244681",2018-06-29
"23EC1FA7","F806E6","6020331","6020331","655C98F","accommodations_unnecessary","1517450631",2018-02-01
"2C081B83","156574D","4FF72BF","4FF72BF","1263B9","travel_dates_changed","1524810564",2018-04-27
"27B28600","91B63A","A10F30","A10F30","1852C20","extenuating_circumstance","1520790604",2018-03-11
"2C4BAE57","14E8135","4CE0C2D","4CE0C2D","988B1D6","host_courtesy","1524810752",2018-04-27
"39886347","14B00E1","1BC40","1BC40","E4C060","other","1538414801",2018-10-01
"28899F3B","A2E31C","46A2262","46A2262","6368C6","other","1525230861",2018-05-02
"3088F0A7","18CD4D0","9D6F51D","9D6F51D","54CFC14","not_available","1529405603",2018-06-19
"31FD9EC9","17FFCC9","8C4643","8C4643","5AF2B85","accommodations_unnecessary","1530885709",2018-07-06
"1172E429","67BBE8","211F427","211F427","D38A5","host_change","1490303673",2017-03-23
"39356CAF","EF84F0","2C70ECF","2C70ECF","15666C8","accidental_reservation","1537856981",2018-09-25
"3B71858E","1A98816","80F8F70","80F8F70","53E1749","other","1540475600",2018-10-25
"3497C714","19E808C","A08F274","A08F274","60425DD","other","1533287109",2018-08-03
"1D4371B6","EC4084","1B7CA5","1B7CA5","7202B","other","1507061147",2017-10-03
"1B547BCF","122B53C","21B281C","21B281C","9CD97B","extenuating_circumstance","1505968684",2017-09-21
"23056006","10D412F","155E4EE","155E4EE","6CE92E5","not_available","1515325087",2018-01-07
"2CD06BA2","13F2FED","B1704BE","B1704BE","2884D9","accidental_reservation","1525364912",2018-05-03
"1226649B","CBA526","28A2436","28A2436","AE0B","accommodations_unnecessary","1492805096",2017-04-21
"25EDA2DF","4E4DCA","3BD28B","3BD28B","194CC59","other","1520091869",2018-03-03
"11A6D927","C4ED8A","399BEAA","399BEAA","4372D1F","accommodations_unnecessary","1499453331",2017-07-07
"3AC54B38","107F43B","5286DCA","5286DCA","63FCFF4","accommodations_unnecessary","1541692629",2018-11-08
"1C1EB4AA","12D802A","D890ED","D890ED","7CF4172","accommodations_unnecessary","1508002675",2017-10-14
"127FD90B","1005132","44522","44522","13FCA23","accommodations_unnecessary","1498434926",2017-06-25
"156BA469","10852CE","3ECEF46","3ECEF46","1E6EC3E","accommodations_unnecessary","1497433880",2017-06-14
"39CB4B08","18F43B3","227959","227959","A9446FC","needs_maintenance","1539567623",2018-10-15
"1B09879D","67C4D6","2066328","2066328","21F332C","accommodations_unnecessary","1504091704",2017-08-30
"3D5581AF","1C68E91","5A68C72","5A68C72","CA44BE2","other","1542697859",2018-11-20
"3449D78D","18AA598","D6FAA0","D6FAA0","1481AE9","accommodations_unnecessary","1533118052",2018-08-01
"1F30DD70","131E0FC","318D95B","318D95B","2274F07","extenuating_circumstance","1512581741",2017-12-06
"20B6279F","127F754","169A37F","169A37F","1E3A6E","unknown","1512152683",2017-12-01
"20D9EA1B","14DA08F","19313CF","19313CF","11D81A5","extenuating_circumstance","1515772474",2018-01-12
"2EB2CE84","17F4942","14CC512","14CC512","217F1FE","accidental_reservation","1529931289",2018-06-25
"12A7F244","1103D44","26A2CF0","26A2CF0","7462D08","extenuating_circumstance","1492541823",2017-04-18
"2F89DFB6","11E584F","14CA34","14CA34","56E1D41","accommodations_unnecessary","1531399123",2018-07-12
"3C7927B6","1138FDA","1725779","1725779","5335B3F","accidental_reservation","1541612023",2018-11-07
"134D6F95","1196CBB","3480E48","3480E48","3F74BE4","other","1494865403",2017-05-15
"3A817263","1AD1C96","3A92BDF","3A92BDF","CA94CA3","not_available","1539851429",2018-10-18
"383DE0B0","141A888","46D6B7","46D6B7","5451ECB","accommodations_unnecessary","1539783946",2018-10-17
"312704BF","163AFA6","BCFD327","BCFD327","A57BEF4","other","1531153950",2018-07-09
"19F0D247","100BF17","578625D","578625D","3D8CD41","accidental_reservation","1502723013",2017-08-14
"380B1B35","19316BC","CC55065","CC55065","BA8AEFE","other","1536616776",2018-09-10
"299C1411","1636840","35CFA91","35CFA91","A55D5B2","not_available","1524007872",2018-04-17
"17504803","75E2C9","5D899E0","5D899E0","24F5778","extenuating_circumstance","1500285295",2017-07-17
"2378AA29","8A7200","6D76083","6D76083","25DFAB5","accommodations_unnecessary","1516690894",2018-01-23
"3713B3F6","14D78BE","BAB31F3","BAB31F3","1C7D619","unknown","1536472241",2018-09-09
"2B945E9F","1312DFC","5CEF22A","5CEF22A","5BA4370","extenuating_circumstance","1524306952",2018-04-21
"39A4AE53","C5544E","938DA5","938DA5","43B6722","other","1539497101",2018-10-14
"213A9784","A026C5","2B73196","2B73196","339959B","other","1516222312",2018-01-17
"34E09EFF","1744A1F","C6056B8","C6056B8","AFA206F","dislike_accomodations","1533610887",2018-08-07
"1972881B","BB464E","19F013D","19F013D","3F0D586","unknown","1503078893",2017-08-18
"1DE9F8E8","13CEEB3","854A30C","854A30C","8DE84F7","accommodations_unnecessary","1508000006",2017-10-14
"1432197C","10827ED","1875437","1875437","69EEE27","accidental_reservation","1498154312",2017-06-22
"200C1990","131158E","4ED7B2","4ED7B2","8748C09","accommodations_unnecessary","1511557171",2017-11-24
"3A87FEA6","D21AA3","C947B2","C947B2","4D0A7E6","other","1539202376",2018-10-10
"1BD88B66","B07EC7","3CEFCBA","3CEFCBA","3A45E62","other","1506445093",2017-09-26
"13CFA650","11650F2","3E50572","3E50572","19D1499","unknown","1495072355",2017-05-18
"1F68E52C","10C611C","368915","368915","6E42D28","accommodations_unnecessary","1510334560",2017-11-10
"34EC8B0D","18B27A1","1CD5A5E","1CD5A5E","6D15D19","accommodations_unnecessary","1533567448",2018-08-06
"256EDED6","AD2109","1D1F27D","1D1F27D","19966C9","accommodations_unnecessary","1518012916",2018-02-07
"227FF55D","9581A9","257E07F","257E07F","2119BCF","other","1516097839",2018-01-16
"2C7640FD","17906C1","966EA4","966EA4","4CB4F20","not_available","1525200998",2018-05-01
"3031F724","8982E0","2B2A50","2B2A50","2CCD813","other","1529938158",2018-06-25
"271B6681","165C6A0","5215235","A777CE1","A6D0421","other","1519887993",2018-03-01
"2C8FD7D4","8094C6","1B40210","1B40210","6EB0","accommodations_unnecessary","1527275087",2018-05-25
"26143431","1621A1D","1EBD5D8","1EBD5D8","A317196","not_available","1519231332",2018-02-21
"1ED9072B","120AFE0","449B0","449B0","7A2D60F","dislike_accomodations","1510966262",2017-11-18
"15FB5E1C","128A578","9B8677","9B8677","4B19D7","accommodations_unnecessary","1498512587",2017-06-26
"35257FDC","19EE5E2","28D2A","28D2A","C2A7EC1","other","1534646139",2018-08-19
"1F3C9918","1218C59","3251AD2","3251AD2","2BD411","other","1510071843",2017-11-07
"30235566","808147","360BC38","360BC38","1EAB041","accommodations_unnecessary","1529353090",2018-06-18
"302E486E","F9EBFD","1463CD4","1463CD4","5B7935A","other","1528999166",2018-06-14
"135DE553","117CF55","79BFF0","79BFF0","46D92FE","unknown","1494287638",2017-05-08
"338884FB","C94805","9ED9A4B","9ED9A4B","377E0B8","accommodations_unnecessary","1532677774",2018-07-27
"EEA3373","8F3D85","51FC69","51FC69","2E70DFE","unknown","1484617890",2017-01-17
"287B2649","1649DD5","3A7ABB","3A7ABB","A61F8F5","other","1521161528",2018-03-16
"29699BA3","14D027C","648E8A6","648E8A6","97B8B22","accommodations_unnecessary","1522369397",2018-03-30
"2A846282","1074C9B","BD976","BD976","6EEA888","accommodations_unnecessary","1536091658",2018-09-04
"1680C33F","7EB421","3F65E34","3F65E34","29C09C3","accommodations_unnecessary","1503630411",2017-08-25
"10A13E6F","8E07A2","6069637","6069637","2E14655","accidental_reservation","1487599547",2017-02-20
"27188914","112B110","CE605D","CE605D","6B2D6B","not_available","1519769722",2018-02-27
"23EB1B2F","E94857","1236CC","1236CC","3C599C2","extenuating_circumstance","1516222966",2018-01-17
"27928E8A","15AE15D","1D211C","1D211C","8F5E6D3","other","1520344429",2018-03-06
"31EBCBB9","172A317","AC651E","AC651E","AEBFBD1","accommodations_unnecessary","1532923687",2018-07-30
"2DEA85FA","162D6EF","C481D6","C481D6","A5088D1","travel_dates_changed","1526659127",2018-05-18
"15C23685","11AE4AB","EE58F1","EE58F1","36256C9","accommodations_unnecessary","1497895688",2017-06-19
"FEC225F","100786C","242B84D","242B84D","48ECB0A","accommodations_unnecessary","1485799827",2017-01-30
"248C9766","CC06A2","6E5223","6E5223","47ECF96","accommodations_unnecessary","1516950913",2018-01-26
"147FAD4A","DD8B81","3002CA4","3002CA4","47EEBB4","unknown","1496277774",2017-06-01
"35BE5AEC","46E37B","56EB058","56EB058","16F0268","other","1538365459",2018-10-01
"114AAA05","2633CA","109B21D","109B21D","C392AD","other","1489597459",2017-03-15
"1E42ABDC","DE2D13","2B51D4D","2B51D4D","5555FE5","accidental_reservation","1508458303",2017-10-20
"1C30E81A","13E4BA4","8A780AE","8A780AE","89A5B71","unknown","1505609061",2017-09-17
"189A22B4","B9CC92","7FE5A96","7FE5A96","25E6360","accommodations_unnecessary","1501349417",2017-07-29
"1F613116","1006C58","568A778","568A778","1970DA7","other","1514518718",2017-12-29
"11E959DB","FCD985","3D43C7D","3D43C7D","681D46D","accommodations_unnecessary","1490751278",2017-03-29
"1F305A4E","14386E8","B5F3F8","B5F3F8","3492D2","unknown","1509842999",2017-11-05
"3583DA24","5CBD32","21E9D8A","21E9D8A","521E19","extenuating_circumstance","1536129824",2018-09-05
"195ED2CB","1335DEE","451DA9","451DA9","97A86F","accommodations_unnecessary","1502739906",2017-08-14
"3DC848DD","17ED291","9DAD9","9DAD9","8737D91","other","1543601310",2018-11-30
"3CEBEA79","15CDC33","31A0E5","31A0E5","33ED31","uncomfortable_with_host","1541802295",2018-11-09
"12A1ACD8","220BC6","52D693","52D693","A8F0AA","accommodations_unnecessary","1492495667",2017-04-18
"1CCE868B","18B9C7","16EFF31","16EFF31","1749CD","unknown","1506822056",2017-10-01
"33D0BD49","1315A48","8B06EB2","8B06EB2","B284EB","accidental_reservation","1532560727",2018-07-25
"3817E7CE","19788A5","40E05C1","40E05C1","62D54C0","accommodations_unnecessary","1536750885",2018-09-12
"2C9B6287","118F631","CA00AC","CA00AC","79AD39F","accommodations_unnecessary","1530860216",2018-07-06
"21AE2EDA","15403FB","4473EB6","4473EB6","5C9A1C4","other","1513804589",2017-12-20
"2F159360","68CE81","4F0B90","4F0B90","22535BB","not_available","1527898604",2018-06-02
"2E49B459","17F79B8","9B77FC","9B77FC","B524BC0","extenuating_circumstance","1528458863",2018-06-08
"38CE4EB0","E62BCA","CDFCE9E","CDFCE9E","D786F5","other","1537524123",2018-09-21
"36267F8F","CA8CEC","7D998B","7D998B","458785E","accidental_reservation","1534794712",2018-08-20
"24232176","D94162","12B9C75","12B9C75","2AB8404","not_available","1516465152",2018-01-20
"3927671A","1B47E64","364C62","364C62","CDE48B3","not_available","1539186440",2018-10-10
"1303B67B","EC1E1D","1648C5F","1648C5F","4A6AF6D","other","1493785961",2017-05-03
"1A92AFD0","13A4B29","20BC91","20BC91","67D38E3","extenuating_circumstance","1505061906",2017-09-10
"3A4E90A3","FA3298","AB90DCE","AB90DCE","627F0CE","accommodations_unnecessary","1538992682",2018-10-08
"24A738AE","7A7B6A","543CEB8","543CEB8","286BA63","unknown","1518138624",2018-02-09
"3E1D9DFF","14E0FD1","565FCA0","565FCA0","3B2065E","accidental_reservation","1543278913",2018-11-27
"26BF22A2","16244F9","C6FBD1","C6FBD1","2D072","other","1523348918",2018-04-10
"16B19757","F7520F","773CC03","773CC03","42A0D59","uncomfortable_with_guest","1499114247",2017-07-03
"317E6C44","A9D68","15451B4","15451B4","1EAF37","accommodations_unnecessary","1534343145",2018-08-15
"10F9DD06","594B39","713B8CD","713B8CD","A2514A","extenuating_circumstance","1492023920",2017-04-12
"2E903545","38F789","5AF49C1","5AF49C1","123314C","unknown","1527409013",2018-05-27
"27327170","10D7732","41DD8D4","41DD8D4","2D5E7DB","extenuating_circumstance","1519856181",2018-02-28
"2CEE981E","17A9C0D","75A888B","75A888B","B2E7847","unknown","1526184082",2018-05-13
"204789D8","4D00E9","307FB9D","307FB9D","172B3D9","unknown","1511364980",2017-11-22
"22EC7966","10692EA","5A6CE78","5A6CE78","6E7350F","unknown","1515334025",2018-01-07
"36D7D9B7","1AC3DA8","3F7E804","3F7E804","7BC28DF","not_available","1535404110",2018-08-27
"3495E31B","D07EFB","66C296C","5B743","2E6B012","extenuating_circumstance","1537302042",2018-09-18
"3D48B67E","1C7D57F","337B66","337B66","758D6AD","not_available","1542189074",2018-11-14
"25B7072C","62D16D","8E50820","8E50820","132C6E2","accommodations_unnecessary","1519630242",2018-02-26
"FDBC8F5","85999A","112DD41","112DD41","2A4E80C","extenuating_circumstance","1485574296",2017-01-28
"17772FFF","124F689","2DEF3AC","2DEF3AC","1EF01C4","accommodations_unnecessary","1500084996",2017-07-15
"3B308E72","1A4E496","4772FAA","4772FAA","92B433E","extenuating_circumstance","1539914899",2018-10-19
"3B26CF55","1225BEF","252307D","252307D","1FE485F","other","1540547008",2018-10-26
"3C31C1EC","1634ABE","4970ABB","4970ABB","8DC20BD","accommodations_unnecessary","1541338316",2018-11-04
"1B1C82A9","1275E0B","2FA4BD","2FA4BD","815FB3E","other","1505830353",2017-09-19
"123C6048","10E19FF","19453F5","19453F5","1BEF22A","accommodations_unnecessary","1491592205",2017-04-07
"1384C14D","B2452","6FB6F1","6FB6F1","38D560","accommodations_unnecessary","1494844419",2017-05-15
"26A12DAF","7D65F0","190C20","190C20","C8C3CB","not_available","1530628801",2018-07-03
"3B863E73","1C21A4D","6E3C2F2","6E3C2F2","CA2C719","other","1540290979",2018-10-23
"25C65972","CED8F4","11FA59D","11FA59D","21E540E","extenuating_circumstance","1520705390",2018-03-10
"17026B55","F04241","3C3DB95","3C3DB95","58701DF","accommodations_unnecessary","1499628905",2017-07-09
"106F777B","87AECD","42EF24","42EF24","2C48F43","accommodations_unnecessary","1487227556",2017-02-16
"2EB10715","16AC4E4","2346794","2346794","65D1173","needs_maintenance","1527543018",2018-05-28
"37B42012","F09374","1B6A16C","1B6A16C","5B8FCA7","extenuating_circumstance","1536334301",2018-09-07
"279192D8","1490528","7FF5A5","7FF5A5","214B447","accommodations_unnecessary","1520371742",2018-03-06
"22BAF51C","12BEEE4","35EB766","35EB766","22CB9BF","accommodations_unnecessary","1515809322",2018-01-13
"E8F5D65","DBD71C","651E83D","651E83D","51CB28B","unknown","1485420565",2017-01-26
"1A46F8E7","E528B3","456076B","456076B","2A1FB4C","other","1503495882",2017-08-23
"3DD3BE09","1AF20E9","52A69FB","52A69FB","CB84F79","uncomfortable_with_guest","1543012138",2018-11-23
"225644AB","F94498","6F23A18","6F23A18","65F8EF0","uncomfortable_with_guest","1514579555",2017-12-29
"1057834D","8F7255","35FF669","35FF669","2E7EFA0","extenuating_circumstance","1488826891",2017-03-06
"39358F85","D8166C","7CB8488","7CB8488","3499D05","accommodations_unnecessary","1538996264",2018-10-08
"39407145","184DA00","3214D3C","3214D3C","8EE3F82","accommodations_unnecessary","1537956286",2018-09-26
"11772546","C027A2","412D74E","412D74E","6BFA61","accommodations_unnecessary","1492362411",2017-04-16
"1A368AD2","138BFF7","1238FF7","1238FF7","C6309","unknown","1503444963",2017-08-22
"1D1ED959","AC8403","1F59FE","1F59FE","31C2155","other","1523990883",2018-04-17
"12FBA1CA","1195E2B","4B22951","4B22951","B66F40","not_available","1493304982",2017-04-27
"301FD0A0","20F52","22F67FF","22F67FF","A1687","accommodations_unnecessary","1528989386",2018-06-14
"1B3D5C23","122011A","31E880","31E880","7E75F16","not_available","1505033468",2017-09-10
"3A96796D","F9B4F4","C98B112","C98B112","6634667","host_courtesy","1541265508",2018-11-03
"2CDE31DC","16BC06C","42400B7","42400B7","47117A6","other","1527746282",2018-05-31
"27666D97","1396862","90F80DE","90F80DE","31F3A1","uncomfortable_with_host","1520283819",2018-03-05
"32050602","8EAA45","7E837E1","7E837E1","F91DCC","other","1541110491",2018-11-01
"10F215CC","DE902E","1A08989","1A08989","563B049","accommodations_unnecessary","1488459337",2017-03-02
